time_datetime,Pbss,Pbss_bus8_Bus8_bTX,Pbss_bus8_real,Pbss_bus8_ref_real,Pbss_ref,Phres,Phres_real,Phres_ref,Ptot_wind1_real,Pwind
15:59:52,3568.52758789062,5.96285280813389,3579.31323238155,3961.76953125,3961.76962280273,7998.96899414062,8009.51477618803,8000,4430.20154380648,4430.44140625
15:59:58,3579.13916015625,5.9555973254896,3582.36289932569,3961.76953125,3948.34042358398,8013.42919921875,8015.40993692834,8000,4433.04703760265,4434.2900390625
16:00:03,3559.59912109375,5.91653520611095,3557.99800395134,3948.34033203125,3948.34042358398,7997.177734375,7995.05721792072,8000,4437.05921396937,4437.57861328125
16:00:09,3562.01391601562,5.93623489511096,3569.23225274057,3948.34033203125,3948.34042358398,8002.25659179688,8009.36507521262,8000,4440.13282247206,4440.24267578125
16:00:14,3569.27661132812,5.91517304334226,3556.17308589678,3948.34033203125,3934.12435913086,8014.21606445312,8000.47814827975,8000,4444.30506238297,4444.939453125
16:00:20,3555.3955078125,5.93771918425345,3561.30133089086,3948.34033203125,3934.12435913086,8003.3935546875,8009.50046747222,8000,4448.19913658136,4447.998046875
16:00:25,3559.2685546875,5.94133784228809,3569.74084035919,3948.34033203125,3934.12435913086,8009.998046875,8020.6167356358,8000,4450.8758952766,4450.7294921875
16:00:31,3562.85424804688,5.91831855285362,3552.9892344359,3948.34033203125,3915.85604858398,8018.26831054688,8008.41510655492,8000,4455.42587211902,4455.4140625
16:00:37,3567.62915039062,5.91881118438201,3560.22135356349,3948.34033203125,3889.44955444336,8026.40649414062,8018.34317619185,8000,4458.12182262836,4458.77734375
16:00:42,3566.01196289062,5.9150087376624,3553.97043180905,3948.34033203125,3861.04940795898,8028.40014648438,8016.20569581788,8000,4462.23526400883,4462.38818359375
16:00:48,3556.64013671875,5.93430988778895,3559.29767467904,3948.34033203125,3838.29550170898,8022.75390625,8025.30683914919,8000,4466.00916447014,4466.11376953125
16:00:53,3553.08862304688,5.94095472450298,3569.6407618945,3948.34033203125,3816.57162475586,8021.72387695312,8038.2195233743,8000,4468.5787614798,4468.63525390625
16:00:59,3568.29736328125,5.92788274914021,3565.86712788122,3948.34033203125,3775.03500366211,8041.53662109375,8037.88763534511,8000,4472.02050746389,4473.2392578125
16:01:04,3567.72241210938,5.92770358983902,3565.7646079996,3948.34033203125,3730.51083374023,8044.52416992188,8041.36375586643,8000,4475.59914786683,4476.8017578125
